x
A. Reichardt
A. Reifenb.
A. Reyn.
A. Reynaud
A. Rich.
A. Ritschel
A. Riva
A. Roach
A. Rob.
A. Robertson
A. Robyns
A. Rodr.
A. Rodrigues
A. Roem.
A. Rojas
A. Roldán
A. Román
A. Ronikier
A. Rose
A. Rossini
A. Rostański
A. Rosário
A. Roussel
A. Roux
A. Roy
A. Rubner
A. Ruiz
A. Runge
A. Rutherf.
A. Ryan
A. Róbert
A. Rösler
A.S.A. Melo
A.S. Barclay
A.S. Bell
A.S. Cabral
A.S. Calvert
A.S. Chauhan
A.S. Costa
A.S. Field
A.S. Flores
A.S. Foster
A.S. George
A.S. Harv.
A.S. Hassan
A.S. Horne
A.S. Islam
A.S. Kondr.
A.S. Korol.
A.S.L. Silva
A.S. Loi
A.S. Markey
A.S. Medeiros
A.S. Mishra
A.S. Mitch.
A.S. Moreira
A.S. Moses
A.S. Mulder
A.S. Mull.
A.S. Oliveira
A.S. Patil
A.S. Peirce
A.S. Pierce
A.S. Rao
A.S. Reis
A.S. Rob.
A.S.S. Holanda
A.S.S. Pereira
A.S. Santos
A.S. Saxena
A.S. Tav.
A.S. Taylor
A.S. Thomps.
A.S. Vega
A.S. Weston
A.S. Wilson
A.S. Wulff
A.S. Xu
A. Sadeb.
A. Sakata
A. Salam
A. Salazar
A. Saleem
A. Saliaris
A. Samp.
A. San Georgio
A. Sand.
A. Sano
A. Santos
A. Sarbhoy
A. Sarmah
A. Sav.
A. Schatz
A. Schenck
A. Schenk
A. Schimp.
A. Schlag.
A. Schlick.
A. Schmidt
A. Schmitz
A. Schneid.
A. Schnyd.
A. Schott
A. Schrank
A. Schreib.
A. Schroed.
A. Schroet.
A. Schultz
A. Schultze
A. Schulz
A. Schumach.
A. Schweiger
A. Schüssler
A. Segura
A. Seidel
A. Selby
A. Seliger
A. Sen
A. Senel
A. Serrão
A. Sheader
A. Shipunov
A. Shukla
A. Silvestri
A. Simmonds
A. Simon
A. Sinclair
A. Singh bis
A. Sinha
A. Sm.
A. Smit
A. Soares
A. Sobral
A. Soler
A. Soriano
A. Soulié
A. Spiers
A. Spire
A. Spreng.
A. Srivast.
A.St. -Hil.
A. Stahl
A. Steinm.
A. Stephenson
A. Stewart
A. Stierle
A. Stokes
A. Straus
A. Stromeyer
A. Stutzer
A.Sudh. Rao
A. Suzuki
A. Suárez
A. Szabados
A. Szabó
A. Szekely
A. Sánchez
A. Sørensen
A. Săvul.
A.T. Bolton
A.T. Cochran
A.T. Cross
A.T. Grimme
A.T. Hsieh
A.T. Lee
A.T. Liu
A.T.M. Pedersen
A.T. Malzeva
A.T. Martínez
A.T. Middleton
A.T. Mu
A.T. Oliveira
A.T. Powell
A.T. Richardson
A.T.S. Ramsay
A.T. Szabó
A.T. Thomson
A.T. Vasconc.
A.T. Watson
A. Takam.
A. Takano
A. Takeda
A. Takim.
A. Tamás
A. Tanaka
A. Tassi
A. Taylor
A. Tejedor
A. Temple
A. Terracc.
A. Terrón
A. Tewari
A. Thell
A. Thomps.
A. Thouars
A. Tison
A. Topa
A. Tripathi
A. Tronc.
A. Tsang
A. Turnbull
A. Twining
A. Unwin
A. Urb.
A. Usteri
A.V. Adrianov
A.V. Agaf.
A.V. Alexandrova
A.V. Bobrov
A.V. Duthie
A.V. Freire
A.V. Gilman
A.V. Grebenjuk
A.V. Hall
A.V. Jenn.
A.V. Joseph
A.V. Lopes
A.V. Martini
A.V.N. Rao
A.V. Navarro
A.V. Pavlenko
A.V. Pike
A.V. Pinto
A.V. Pisareva
A.V. Polyak.
A.V. Prabhu
A.V. Raghu
A.V. Rao
A.V. Rice
A.V. Roberts
A.V. Rybakov
A.V. Simakova
A.V. Thomas
A.V. Troitsky
A.V.V. Iyengar
A.V. Vassil.
A. Vacc.
A. Valdés
A. Vannini
A. Varma
A. Vasco
A. Veitch
A. Velasco
A. Veltman
A. Venturi
A. Vicente
A. Vig.
A. Vilm.
A. Vogel
A. Vágner
A. Vázquez
A.W. Archer
A.W. Bartlett
A.W. Benn.
A.W.C. Ferreira
A.W. Chen
A.W. Cooper
A.W. Douglas
A.W.F. Schmidt
A.W. Griffiths
A.W.H. Walther
A.W. Henry
A.W. Hill
A.W. Howitt
A.W. Johnson
A.W. Jones
A.W. Klopper
A.W. Morrison
A.W. Purdie
A.W. Rahn
A.W. Ramaley
A.W. Robertson
A.W. Russell
A.W. Sweeney
A.W. Thomps.
A.W.W. Sand
A.W. Wilson
A. Wagner
A. Waldner
A. Wall
A. Wallace
A. Walther
A. Walz
A. Ward
A. Watan.
A. Weber
A. Weeks
A. Weihe
A. Weill
A. Weiller
A. Weir
A. Weisse
A. Wendt
A. Werner
A. Wessel
A. Wessner
A. Wierzb.
A. Wigg.
A. Wild
A. Wildt
A. Willis
A. Wilson
A. Winkl.
A. Witt
A. Wolf
A. Wolfe
A. Wolff
A. Wood
A. Wulff
A. Wölk
A.X. Moreira
A.Y. Liu
A. Yamada
A. Yamam.
A. Yamaz.
A. Yao
A. Yañez
A. Yokoy.
A. Yoshida
A. Young
A.Z. Liu
A.Z.M. Khan
A.Z. Szabó
A. Zanin
A. Zanted.
A. Zobel
A. de Graaf
A. de Haan
A. de Vos
A. de Wilde
A. le Roux
A. van Luigk
A. Álvarez
A. Çelik
